Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Stock,Regular price,Sale price,Categories,Tags,Images,External URL,Button text,Meta: _affiliate_network,Meta: _merchant_brand
"external","cj-347e33dad70e337e6bd2","Machinika Museum","1","1","visible","Welcome to the Museum! Machinika Museum is a mystery game where you discover beautiful and mysterious machines of extra-terrestrial origins in an atmospheric...","Welcome to the Museum! Machinika Museum is a mystery game where you discover beautiful and mysterious machines of extra-terrestrial origins in an atmospheric...","none","1","","7.99","0.39","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/machinika-museum/616/97b526ec92a5d8b3521de0e3bf615c6fb770a4d8.jpg","https://www.yuplay.com/product/machinika-museum/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-24edfd8730e9f61d5619","ShootMania Storm","1","1","visible","ShootMania Storm is revolutionizing the multiplayer FPS by adding a  community dimension and unlimited replayability. Developed by the Nadeo  studio, renowne...","ShootMania Storm is revolutionizing the multiplayer FPS by adding a  community dimension and unlimited replayability. Developed by the Nadeo  studio, renowne...","none","1","","19.99","0.98","Accessories","cj,accessories,ubisoft","https://www.yuplay.com/media/products/shootmania-storm/616/90c6ee0c577a778710c30876aa2a307d944f4996.jpg","https://www.yuplay.com/product/shootmania-storm/?partner=cj","Ver Oferta","CJ","Ubisoft"
"external","cj-2ade322dd2ecf98ab813","Human: Fall Flat","1","1","visible","Human Fall Flat is a hilarious, light-hearted platformer set in floating dreamscapes that can be played solo or with up to 8 players online.","Human Fall Flat is a hilarious, light-hearted platformer set in floating dreamscapes that can be played solo or with up to 8 players online.","none","1","","19.99","0.99","Home","cj,home,curvegames","https://www.yuplay.com/media/products/human-fall-flat/616/bb59735df96eb5c5f03e80019c668da13aef27f7.jpg","https://www.yuplay.com/product/human-fall-flat/?partner=cj","Ver Oferta","CJ","Curve Games"
"external","cj-2eb664fbc06a522c91c9","Regions Of Ruin","1","1","visible","Ever wonder what would happen if Kingdom met a broad, skill based open world RPG? Welcome to Regions of Ruin.Regions of Ruin is a 2D side-scrolling RPG with ...","Ever wonder what would happen if Kingdom met a broad, skill based open world RPG? Welcome to Regions of Ruin.Regions of Ruin is a 2D side-scrolling RPG with ...","none","1","","11.99","0.60","Accessories","cj,accessories,phangd","https://www.yuplay.com/media/products/regions-of-ruin/616/dd2b6f5020a6477b022896d9c2c279681e914f98.jpg","https://www.yuplay.com/product/regions-of-ruin/?partner=cj","Ver Oferta","CJ","Phangd"
"external","cj-14f1bf582aa1aa6acef7","Love Letter","1","1","visible","DRAW, PLAY AND BLUFF, FOR ONLY ONE SUITOR WILL BE ABLE TO WIN THE HEART OF THE PRINCESSYou and other suitors are prepared to do anything to get your love let...","DRAW, PLAY AND BLUFF, FOR ONLY ONE SUITOR WILL BE ABLE TO WIN THE HEART OF THE PRINCESSYou and other suitors are prepared to do anything to get your love let...","none","1","","6.99","0.35","Fashion","cj,fashion,plugindigital","https://www.yuplay.com/media/products/love-letter/616/bede71de7405c7604701e33afc51bdce3504b009.jpg","https://www.yuplay.com/product/love-letter/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-1d10efcd43af2d6c8871","Deponia 2: Chaos on Deponia","1","1","visible","With this long-expected sequel to the critically highly acclaimed and  lavishly praised Deponia.","With this long-expected sequel to the critically highly acclaimed and  lavishly praised Deponia.","none","1","","19.99","1.01","Accessories","cj,accessories,daedalicentertainment","https://www.yuplay.com/media/products/deponia-2-chaos-on-deponia/616/1608b37e0472633bedfaf17d2981f30f2c39e130.jpg","https://www.yuplay.com/product/deponia-2-chaos-on-deponia/?partner=cj","Ver Oferta","CJ","Daedalic Entertainment"
"external","cj-294c7c6c0024163f178d","Age of Wonders III","1","1","visible","Age of Wonders III is the long anticipated sequel to the award-winning strategy series. Delivering a unique mix of Empire Building, Role Playing and Warfare,...","Age of Wonders III is the long anticipated sequel to the award-winning strategy series. Delivering a unique mix of Empire Building, Role Playing and Warfare,...","none","1","","29.99","1.54","Accessories","cj,accessories,paradoxinteractive","https://www.yuplay.com/media/products/age-of-wonders-iii/616/d81829c5bd2c5e5345b8f3f536e4a9d355895240.jpg","https://www.yuplay.com/product/age-of-wonders-iii/?partner=cj","Ver Oferta","CJ","Paradox Interactive"
"external","cj-38f6746e8c60c66dce4d","Ozymandias: Bronze Age Empire Sim","1","1","visible","At the dawn of history, Bronze Age kings built the first empires. Strategize their rise to power in a uniquely streamlined 4X. Expand your borders, build cit...","At the dawn of history, Bronze Age kings built the first empires. Strategize their rise to power in a uniquely streamlined 4X. Expand your borders, build cit...","none","1","","14.99","0.77","Home","cj,home,goblinzpublishing","https://www.yuplay.com/media/products/ozymandias-bronze-age-empire-sim/616/b70ee870a6e9019cb66ac732103902ddb3db6dd3.jpg","https://www.yuplay.com/product/ozymandias-bronze-age-empire-sim/?partner=cj","Ver Oferta","CJ","Goblinz Publishing"
"external","cj-408112a04834141732b0","Shift Quantum","1","1","visible","Greetings subject 32763. Welcome to Shift Quantum, the latest version of our immersive experimentation system. SHIFT the world, twist your environment, bend ...","Greetings subject 32763. Welcome to Shift Quantum, the latest version of our immersive experimentation system. SHIFT the world, twist your environment, bend ...","none","1","","19.99","1.03","Accessories","cj,accessories,plugindigital","https://www.yuplay.com/media/products/shift-quantum/616/7633f3d961f05b73f3f8b540d2ebf88bdd156080.jpg","https://www.yuplay.com/product/shift-quantum/?partner=cj","Ver Oferta","CJ","Plug In Digital"
"external","cj-07d83564eaeaef4e8f5b","Sunblaze","1","1","visible","Sunblaze is a brain-twisting precision platformer with hundreds of challenging, handcrafted levels to keep you dying for hours and hours.","Sunblaze is a brain-twisting precision platformer with hundreds of challenging, handcrafted levels to keep you dying for hours and hours.","none","1","","14.99","0.78","Accessories","cj,accessories,bonusstagepublishing","https://www.yuplay.com/media/products/sunblaze/616/f209f2a3b02f0989a85bdf5ab76f96170a78dcd2.jpg","https://www.yuplay.com/product/sunblaze/?partner=cj","Ver Oferta","CJ","Bonus Stage Publishing"
"external","cj-0dcf1d9bfb316d365a96","War Mongrels","1","1","visible","War Mongrels is an isometric real-time tactics game that takes place on the eastern front of World War II.","War Mongrels is an isometric real-time tactics game that takes place on the eastern front of World War II.","none","1","","44.99","2.36","Accessories","cj,accessories,destructivecreations","https://www.yuplay.com/media/products/war-mongrels/616/21194411d0b86e358ba08e4e52e77a108ff812f4.jpg","https://www.yuplay.com/product/war-mongrels/?partner=cj","Ver Oferta","CJ","Destructive Creations"
"external","cj-3653a473428045a4dd2e","Time Loader","1","1","visible","Time Loader is a story-driven, physics-based puzzle platformer with a twist. At the helm of a small robot, youll travel back to the 90s to prevent a tragic a...","Time Loader is a story-driven, physics-based puzzle platformer with a twist. At the helm of a small robot, youll travel back to the 90s to prevent a tragic a...","none","1","","12.49","0.66","Accessories","cj,accessories,postmetagamesltd","https://www.yuplay.com/media/products/time-loader/616/7af50f0331583a952c6d52d642fe6b52888591a9.jpg","https://www.yuplay.com/product/time-loader/?partner=cj","Ver Oferta","CJ","Postmeta Games Ltd"
"external","cj-3260004be2e85053f73e","The Tale of a Common Man","1","1","visible","Undefeated's devs are back with a bigger, better tale of a man seeking revenge for the cruel murders of his wife and son.","Undefeated's devs are back with a bigger, better tale of a man seeking revenge for the cruel murders of his wife and son.","none","1","","9.75","0.52","Accessories","cj,accessories,aldorleagames","https://www.yuplay.com/media/products/the-tale-of-a-common-man/616/a07949ee07b692bac7e17a59819bf8e883f2358e.jpg","https://www.yuplay.com/product/the-tale-of-a-common-man/?partner=cj","Ver Oferta","CJ","Aldorlea Games"
"external","cj-34fee481a7e0b0ccebd8","Heretic's Fork","1","1","visible","Dear candidate, Thank you for submitting your application for the position of Hell's Manager. We are pleased to offer you the job and extend a warm welcome t...","Dear candidate, Thank you for submitting your application for the position of Hell's Manager. We are pleased to offer you the job and extend a warm welcome t...","none","1","","9.75","0.53","Accessories","cj,accessories,ravenagegames","https://www.yuplay.com/media/products/heretics-fork/616/4dd8a2cc07e9b042d6b491bc310ca8c4a5aa4f64.jpg","https://www.yuplay.com/product/heretics-fork/?partner=cj","Ver Oferta","CJ","Ravenage Games"
"external","cj-2874115fc1765fb4369b","Arson & Plunder: Unleashed","1","1","visible","Arson & Plunder is a 2D arcade/beat'em up adventure based on the genre classics of the 90's. The classic gameplay has been brought up to speed with the lates...","Arson & Plunder is a 2D arcade/beat'em up adventure based on the genre classics of the 90's. The classic gameplay has been brought up to speed with the lates...","none","1","","6.99","0.38","Accessories","cj,accessories,headup","https://www.yuplay.com/media/products/arson-and-plunder-unleashed/616/c5ff7d8ed05c0dadccaaccc42254342acdfbdc7e.jpg","https://www.yuplay.com/product/arson-and-plunder-unleashed/?partner=cj","Ver Oferta","CJ","Headup"
"external","cj-1eacfc9cbb04f1b28797","REZ PLZ","1","1","visible","A puzzle platformer with a new twist on co-op and single player gameplay. Solve puzzles, platforming challenges, and encounter dangerous monsters and traps t...","A puzzle platformer with a new twist on co-op and single player gameplay. Solve puzzles, platforming challenges, and encounter dangerous monsters and traps t...","none","1","","12.49","0.68","Accessories","cj,accessories,graffitigames","https://www.yuplay.com/media/products/rez-plz/616/e0bf4d42167bcf7a420c0eb60a97e53afe02319d.jpg","https://www.yuplay.com/product/rez-plz/?partner=cj","Ver Oferta","CJ","Graffiti Games"
"external","cj-12b8765df370c63aa95a","OVERPASS (Steam)","1","1","visible","In OVERPASS, the scree slopes, steep inclines, tree trunks and bogs present as much of an obstacle to victory as other drivers.At the controls of powerful bu...","In OVERPASS, the scree slopes, steep inclines, tree trunks and bogs present as much of an obstacle to victory as other drivers.At the controls of powerful bu...","none","1","","29.99","1.64","Accessories","cj,accessories,nacon","https://www.yuplay.com/media/products/overpasstm-steam/616/ad3756567c5dab95ec0481f5168f1479c417cb00.jpg","https://www.yuplay.com/product/overpasstm-steam/?partner=cj","Ver Oferta","CJ","Nacon"
"external","cj-272901069f3576e9c9cc","Warhammer: Vermintide 2","1","1","visible","The sequel to the critically acclaimed Vermintide is a visually stunning and groundbreaking melee action game pushing the boundaries of the first person co-o...","The sequel to the critically acclaimed Vermintide is a visually stunning and groundbreaking melee action game pushing the boundaries of the first person co-o...","none","1","","27.99","1.54","Accessories","cj,accessories,fatshark","https://www.yuplay.com/media/products/warhammer-vermintide-2/616/5889e5a57b3500d44ac32b7c72e9872f4ae9a92f.jpg","https://www.yuplay.com/product/warhammer-vermintide-2/?partner=cj","Ver Oferta","CJ","Fatshark"
"external","cj-1ce1cc1b8d2010122af2","Darksiders Warmastered Edition","1","1","visible","Deceived by the forces of evil into prematurely bringing about the end of the world, War - the first Horseman of the Apocalypse - stands accused of breaking ...","Deceived by the forces of evil into prematurely bringing about the end of the world, War - the first Horseman of the Apocalypse - stands accused of breaking ...","none","1","","19.99","1.10","Sports","cj,sports,thqnordic","https://www.yuplay.com/media/products/darksiders-warmastered-edition/616/c8819450780936987f16983748ed128db1272ee8.jpg","https://www.yuplay.com/product/darksiders-warmastered-edition/?partner=cj","Ver Oferta","CJ","THQ Nordic"
